.,division_name,department,dept_name,section,sect_name,plant_no,plant_name,dp_no,dp_date,unlock_display_code,doc_type,customer_no,customer_name,site_no,site_name,product_no,dp_dispatch_qty,truck_no,upload_date
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018384,6/05/2026 0:00 น.,5789,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018383,6/05/2026 0:00 น.,618,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018385,6/05/2026 0:00 น.,9434,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018387,6/05/2026 0:00 น.,6928,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20163,East 1,20177,ผลิตปราจีนบุรี,31FE,กบินทร์บุรี,5007251445,6/05/2026 0:00 น.,8352,NoSign,3006132,บ.นวชัย แมททีเรียล เทรดดิ้ง จก.,E005205,(DE)โกดัง AIE 304 ลาดตะเคียน กบินทร์บุรี ปราจีนบุรี/คุณโบ๊ทO,40PAA3AB00,5,6943,
90000142,CPAC East,20163,East 1,20177,ผลิตปราจีนบุรี,31FE,กบินทร์บุรี,5007251446,6/05/2026 0:00 น.,3693,NoSign,3006132,บ.นวชัย แมททีเรียล เทรดดิ้ง จก.,E005205,(DE)โกดัง AIE 304 ลาดตะเคียน กบินทร์บุรี ปราจีนบุรี/คุณโบ๊ทO,40PAA3AB00,5,3971,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018386,6/05/2026 0:00 น.,2515,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018388,6/05/2026 0:00 น.,3538,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018389,6/05/2026 0:00 น.,3955,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20163,East 1,20177,ผลิตปราจีนบุรี,31FE,กบินทร์บุรี,5007251442,6/05/2026 0:00 น.,2434,NoSign,3006132,บ.นวชัย แมททีเรียล เทรดดิ้ง จก.,E005205,(DE)โกดัง AIE 304 ลาดตะเคียน กบินทร์บุรี ปราจีนบุรี/คุณโบ๊ทO,40PAA3AB00,5,6948,
90000142,CPAC East,20163,East 1,20177,ผลิตปราจีนบุรี,31FE,กบินทร์บุรี,5007251443,6/05/2026 0:00 น.,2237,NoSign,3006132,บ.นวชัย แมททีเรียล เทรดดิ้ง จก.,E005205,(DE)โกดัง AIE 304 ลาดตะเคียน กบินทร์บุรี ปราจีนบุรี/คุณโบ๊ทO,40PAA3AB00,5,1805,
90000142,CPAC East,20163,East 1,20177,ผลิตปราจีนบุรี,31FE,กบินทร์บุรี,5007251444,6/05/2026 0:00 น.,4733,NoSign,3006132,บ.นวชัย แมททีเรียล เทรดดิ้ง จก.,E005205,(DE)โกดัง AIE 304 ลาดตะเคียน กบินทร์บุรี ปราจีนบุรี/คุณโบ๊ทO,40PAA3AB00,5,1790,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906131,5/05/2026 0:00 น.,2506,DP_SCAN,3015346,บ.สิทธิพันธุ์ มิกซ์โฮม จก.,A017159,สยามคอน-รทป.208(ส)ถ.เจ้าคุณทหาร จาก ถ.ร่มเกล้า-ถ.ฉลองกรุง,28NCB0AB00,2.5,2562,'2026-05-05 01:17:36.809'
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906132,5/05/2026 0:00 น.,2458,DP_SCAN,3013386,บ.แสงทองโฮมมาร์ท จก. (สำนักงานใหญ่),A018189,ระบบระบายน้ำถ.ลาดกระบัง ลงคลองประเวศบุรีรม(กิ่งแก้ว)/เรืองฤท,24R5B2AB00,5,2572,'2026-05-05 02:00:56.066'
90000145,CPAC Northeast,14222,Northeast 1,14277,Prod.บุรีรัมย์,31RU,หนองกี่,8055058856,5/05/2026 0:00 น.,5293,EDP,3001303,หจก.อังครงค์รักษ์พาณิชย์,M012704,G69ถนนโคกพลวง-หนองยายเทียม(ช่วง2)ม.2 ต.หนองบุญนาก อ.หนองบุมา,30NCB0AB00,5,3159,'2026-05-05 06:20:10.524'
90000145,CPAC Northeast,14222,Northeast 1,14277,Prod.บุรีรัมย์,31RU,หนองกี่,8055058861,5/05/2026 0:00 น.,9448,EDP,3001303,หจก.อังครงค์รักษ์พาณิชย์,M012704,G69ถนนโคกพลวง-หนองยายเทียม(ช่วง2)ม.2 ต.หนองบุญนาก อ.หนองบุมา,30NCB0AB00,5,3720,'2026-05-05 06:51:16.244'
90000143,CPAC West,14548,West 2,14648,Prod.สมุทรสาคร,31MB,สมุทรสาคร,6005321419,5/05/2026 0:00 น.,7839,EDP,3001128,หจก.ศรีสมพร,J006866,คุณบอส ซอยวัดทอง/บ้านสยาม,24NCA0AB00,5,4227,'2026-05-05 07:51:21.432'
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906133,5/05/2026 0:00 น.,9155,DP_SCAN,3013386,บ.แสงทองโฮมมาร์ท จก. (สำนักงานใหญ่),A018189,ระบบระบายน้ำถ.ลาดกระบัง ลงคลองประเวศบุรีรม(กิ่งแก้ว)/เรืองฤท,24R5B2AB00,5,8813,'2026-05-05 07:53:14.980'
90000145,CPAC Northeast,14222,Northeast 1,14277,Prod.บุรีรัมย์,31RU,หนองกี่,8055058862,5/05/2026 0:00 น.,7325,EDP,3001303,หจก.อังครงค์รักษ์พาณิชย์,M012704,G69ถนนโคกพลวง-หนองยายเทียม(ช่วง2)ม.2 ต.หนองบุญนาก อ.หนองบุมา,30NCB0AB00,5,3159,'2026-05-05 08:04:13.910'
90000144,CPAC North,14803,North 1,14864,Prod.เชียงใหม่1,31UN,แม่ริม-แม่แตง,7042136571,5/05/2026 0:00 น.,2300,EDP,3020471,บ.เชียงใหม่วีระวิศวการ จก.,K007640,โรงงานก๋วยเตี๋ยวแม่แฝก อ.สันทราย เชียงใหม่/ผู้รับเหมาทั่ว,28NCA0AB00,5,4442,'2026-05-05 08:13:17.000'
90000144,CPAC North,14803,North 1,14864,Prod.เชียงใหม่1,31UN,แม่ริม-แม่แตง,7042136572,5/05/2026 0:00 น.,9961,EDP,3020471,บ.เชียงใหม่วีระวิศวการ จก.,K007640,โรงงานก๋วยเตี๋ยวแม่แฝก อ.สันทราย เชียงใหม่/ผู้รับเหมาทั่ว,28NCA0AB00,5,1043,'2026-05-05 08:29:56.000'
90000142,CPAC East,20163,East 1,20176,ผลิตสระบุรี,ZZFB,เฉลิมพระเกียรติ,5101039953,5/05/2026 0:00 น.,178,SDA,3002930,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซส แอนด์ โปรดักส์,E008101,Segmentรถไฟความเร็วสูงไทย-จีน(โรงหล่อเฉลิมพระเกียรติ งาน3-1),51C4A3AB42,5,9709,'2026-05-05 08:41:02.663'
90000142,CPAC East,20163,East 1,20176,ผลิตสระบุรี,ZZFB,เฉลิมพระเกียรติ,5101039952,5/05/2026 0:00 น.,313,SDA,3002930,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซส แอนด์ โปรดักส์,E008101,Segmentรถไฟความเร็วสูงไทย-จีน(โรงหล่อเฉลิมพระเกียรติ งาน3-1),51C4A3AB42,5,9752,'2026-05-05 08:41:03.394'
90000142,CPAC East,20163,East 1,20176,ผลิตสระบุรี,ZZFB,เฉลิมพระเกียรติ,5101039951,5/05/2026 0:00 น.,7421,SDA,3002930,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซส แอนด์ โปรดักส์,E008101,Segmentรถไฟความเร็วสูงไทย-จีน(โรงหล่อเฉลิมพระเกียรติ งาน3-1),51C4A3AB42,4.5,9709,'2026-05-05 08:41:04.036'
90000142,CPAC East,20163,East 1,20176,ผลิตสระบุรี,ZZFB,เฉลิมพระเกียรติ,5101039950,5/05/2026 0:00 น.,7801,SDA,3002930,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซส แอนด์ โปรดักส์,E008101,Segmentรถไฟความเร็วสูงไทย-จีน(โรงหล่อเฉลิมพระเกียรติ งาน3-1),51C4A3AB42,4,9752,'2026-05-05 08:41:04.690'
90000145,CPAC Northeast,14222,Northeast 1,14277,Prod.บุรีรัมย์,31RU,หนองกี่,8055058865,5/05/2026 0:00 น.,8015,EDP,3001303,หจก.อังครงค์รักษ์พาณิชย์,M012704,G69ถนนโคกพลวง-หนองยายเทียม(ช่วง2)ม.2 ต.หนองบุญนาก อ.หนองบุมา,30NCB0AB00,5,3719,'2026-05-05 08:41:54.613'
90000144,CPAC North,14803,North 1,14864,Prod.เชียงใหม่1,31UN,แม่ริม-แม่แตง,7042136573,5/05/2026 0:00 น.,7339,EDP,3020471,บ.เชียงใหม่วีระวิศวการ จก.,K007640,โรงงานก๋วยเตี๋ยวแม่แฝก อ.สันทราย เชียงใหม่/ผู้รับเหมาทั่ว,28NCA0AB00,5,4441,'2026-05-05 08:43:11.303'
90000145,CPAC Northeast,14222,Northeast 1,14277,Prod.บุรีรัมย์,31RU,หนองกี่,8055058868,5/05/2026 0:00 น.,4953,EDP,3001303,หจก.อังครงค์รักษ์พาณิชย์,M012704,G69ถนนโคกพลวง-หนองยายเทียม(ช่วง2)ม.2 ต.หนองบุญนาก อ.หนองบุมา,30NCB0AB00,5,3720,'2026-05-05 08:52:15.853'
90000144,CPAC North,14803,North 1,14864,Prod.เชียงใหม่1,31UR,เชียงใหม่-สันปูเลย,7041232361,5/05/2026 0:00 น.,4986,EDP,3008101,บ.ตั้งหง่วงเซ้ง ไทย โฮมมาร์ท จก.,L010949,อาคารอเนกประสงค์ ป่าช้า หมู่2 บ้านเมืองเล็น สันทราย/คินลภัส,24NCA3AB03,5,5605,'2026-05-05 08:58:41.000'
90000143,CPAC West,14548,West 2,14648,Prod.สมุทรสาคร,31MX,บ้านแพ้ว 2,6073070984,5/05/2026 0:00 น.,6612,EDP,3039313,บ.ราชพฤกษ์ โฮมเซ็นเตอร์ จก.,HE1859,โรงงานสยามเอเซียเคมิคอลฯ/SAC บ้านแพ้ว สมุทรสาคร /สยามเอเซีย,32NCA0AB00,5,7202,'2026-05-05 09:02:10.220'
90000144,CPAC North,14803,North 1,14864,Prod.เชียงใหม่1,ZZUQ,เชียงใหม่-สันทราย,7112032829,5/05/2026 0:00 น.,9798,EDP,3008101,บ.ตั้งหง่วงเซ้ง ไทย โฮมมาร์ท จก.,K009882,หอพัก 60ห้อง อ.สันทราย เชียงใหม่/คุณณิชชา ภัคมัยสิริ,24NCA0AB00,5,NC92,'2026-05-05 09:02:54.796'
90000143,CPAC West,14548,West 2,14641,Prod.นครปฐม,31LF,พุทธมณฑลสาย 7,6007300346,5/05/2026 0:00 น.,5322,EDP,3000973,หจก.ต.วิวัฒน์ค้าวัสดุภัณฑ์ (1987),J006555,(รถโม่เล็ก) งานก่อสร้างบ้านพักอาศัย 2 ชั้น คุณชาญฤทธิ์ ,28NCA1AS00,2,5905,'2026-05-05 09:05:04.116'
90000143,CPAC West,14548,West 2,14648,Prod.สมุทรสาคร,31MB,สมุทรสาคร,6005321420,5/05/2026 0:00 น.,3007,EDP,3001128,หจก.ศรีสมพร,J006866,คุณบอส ซอยวัดทอง/บ้านสยาม,24NCA0AB00,4,2674,'2026-05-05 09:07:02.865'
90000144,CPAC North,14803,North 1,14864,Prod.เชียงใหม่1,31UR,เชียงใหม่-สันปูเลย,7041232362,5/05/2026 0:00 น.,2070,EDP,3014217,บ.วีระพานิช เชียงใหม่ จก.,L011721,เทพื้นใหม่/ที่พักอาศัย ดอยสะเก็ด ชม. บ้านสล่า,24NCA0AB00,4,5541,'2026-05-05 09:07:19.092'
90000143,CPAC West,14548,West 2,14641,Prod.นครปฐม,31LU,ดอนตูม,6060078585,5/05/2026 0:00 น.,2031,EDP,3016701,บ.ซี.แอล.คอนกรีต จก.,HK5733,ปรับปรุงประตูระบายน้ำคลองบางปลา ต.บางปลา อ.บางเลน จ.นครปฐม/ซ,32NCA0AB00,5,2671,'2026-05-05 09:12:18.985'
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313A,ทุ่งสง,9006164754,5/05/2026 0:00 น.,6033,EDP,3048146,บ.เคทีแอล กรุ๊ป 2019 จก.,R005441,A1-อาคารไบโอแมตช์ ปูนซิเมนต์ไทยรง.ทุ่งสง ทุ่งสง นศ/ฟาสต์สตีล,07NCB0AB00,1.5,2186,'2026-05-05 09:17:00.932'
